file,time
2010-07-13T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T090008Z.193.image_lev1.fits.npz,61.69313168525696
2010-07-13T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T100008Z.193.image_lev1.fits.npz,64.24668955802917
2010-07-13T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T110008Z.193.image_lev1.fits.npz,64.60256600379944
2010-07-13T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T120008Z.193.image_lev1.fits.npz,60.9946665763855
2010-07-13T130002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T130008Z.193.image_lev1.fits.npz,61.25118947029114
2010-07-13T140002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T140008Z.193.image_lev1.fits.npz,62.24147033691406
2010-07-13T150002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T150008Z.193.image_lev1.fits.npz,62.039432525634766
2010-07-13T160002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T160008Z.193.image_lev1.fits.npz,63.054912090301514
2010-07-13T170002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T170008Z.193.image_lev1.fits.npz,64.22502160072327
2010-07-13T180002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T180008Z.193.image_lev1.fits.npz,66.0001437664032
2010-07-13T190002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T190008Z.193.image_lev1.fits.npz,63.82651424407959
2010-07-13T220002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T220008Z.193.image_lev1.fits.npz,62.28784680366516
2010-07-13T230002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-13T230008Z.193.image_lev1.fits.npz,62.28350067138672
2010-07-14T000002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T000008Z.193.image_lev1.fits.npz,60.821521282196045
2010-07-14T010002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T010008Z.193.image_lev1.fits.npz,66.37815451622009
2010-07-14T020002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T020008Z.193.image_lev1.fits.npz,62.45965218544006
2010-07-14T030002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T030008Z.193.image_lev1.fits.npz,61.98296618461609
2010-07-14T040002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T040008Z.193.image_lev1.fits.npz,60.920366525650024
2010-07-14T050002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T050008Z.193.image_lev1.fits.npz,63.648935317993164
2010-07-14T060002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T060008Z.193.image_lev1.fits.npz,61.008439779281616
2010-07-14T070002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T070008Z.193.image_lev1.fits.npz,57.26230239868164
2010-07-14T080002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T080008Z.193.image_lev1.fits.npz,58.4366888999939
2010-07-14T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T090008Z.193.image_lev1.fits.npz,56.23976922035217
2010-07-14T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T100008Z.193.image_lev1.fits.npz,58.384215116500854
2010-07-14T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T110008Z.193.image_lev1.fits.npz,59.061278104782104
2010-07-14T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T120008Z.193.image_lev1.fits.npz,56.89632487297058
2010-07-14T230002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-14T230008Z.193.image_lev1.fits.npz,51.29015827178955
2010-07-15T000002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T000008Z.193.image_lev1.fits.npz,50.46283936500549
2010-07-15T010002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T010008Z.193.image_lev1.fits.npz,58.297158002853394
2010-07-15T020002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T020008Z.193.image_lev1.fits.npz,59.37125539779663
2010-07-15T030002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T030008Z.193.image_lev1.fits.npz,57.82598638534546
2010-07-15T040002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T040008Z.193.image_lev1.fits.npz,55.97311782836914
2010-07-15T050002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T050008Z.193.image_lev1.fits.npz,56.395092487335205
2010-07-15T060002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T060008Z.193.image_lev1.fits.npz,50.019431829452515
2010-07-15T070002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T070008Z.193.image_lev1.fits.npz,47.271504163742065
2010-07-15T080002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T080008Z.193.image_lev1.fits.npz,52.34807109832764
2010-07-15T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T090008Z.193.image_lev1.fits.npz,56.45986795425415
2010-07-15T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T100008Z.193.image_lev1.fits.npz,54.40376687049866
2010-07-15T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T110008Z.193.image_lev1.fits.npz,57.26837944984436
2010-07-15T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T120008Z.193.image_lev1.fits.npz,55.262455701828
2010-07-15T190002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T190008Z.193.image_lev1.fits.npz,53.430755853652954
2010-07-15T230002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-15T230008Z.193.image_lev1.fits.npz,50.7520318031311
2010-07-16T000002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T000008Z.193.image_lev1.fits.npz,50.32993698120117
2010-07-16T010002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T010008Z.193.image_lev1.fits.npz,45.957934856414795
2010-07-16T020002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T020008Z.193.image_lev1.fits.npz,52.8548309803009
2010-07-16T030002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T030008Z.193.image_lev1.fits.npz,53.33321976661682
2010-07-16T040002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T040008Z.193.image_lev1.fits.npz,49.180854082107544
2010-07-16T050002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T050008Z.193.image_lev1.fits.npz,45.266438007354736
2010-07-16T060002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T060008Z.193.image_lev1.fits.npz,53.30421471595764
2010-07-16T070002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T070008Z.193.image_lev1.fits.npz,53.788777112960815
2010-07-16T080002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T080008Z.193.image_lev1.fits.npz,52.02221417427063
2010-07-16T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T090008Z.193.image_lev1.fits.npz,47.52468991279602
2010-07-16T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T100008Z.193.image_lev1.fits.npz,57.771934509277344
2010-07-16T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T110008Z.193.image_lev1.fits.npz,52.652430057525635
2010-07-16T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T120008Z.193.image_lev1.fits.npz,51.753148555755615
2010-07-16T130002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T130008Z.193.image_lev1.fits.npz,57.59937047958374
2010-07-16T140002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T140008Z.193.image_lev1.fits.npz,63.532991886138916
2010-07-16T150002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T150008Z.193.image_lev1.fits.npz,66.66487145423889
2010-07-16T160002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T160008Z.193.image_lev1.fits.npz,61.924201011657715
2010-07-16T170002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T170008Z.193.image_lev1.fits.npz,62.29922556877136
2010-07-16T180002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T180008Z.193.image_lev1.fits.npz,52.982733488082886
2010-07-16T190002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T190008Z.193.image_lev1.fits.npz,62.063239336013794
2010-07-16T200002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T200008Z.193.image_lev1.fits.npz,64.48448848724365
2010-07-16T220002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T220008Z.193.image_lev1.fits.npz,73.11663866043091
2010-07-16T230002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-16T230008Z.193.image_lev1.fits.npz,72.90061783790588
2010-07-17T000002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T000008Z.193.image_lev1.fits.npz,51.08657765388489
2010-07-17T010002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T010008Z.193.image_lev1.fits.npz,74.23923873901367
2010-07-17T020002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T020008Z.193.image_lev1.fits.npz,72.2468011379242
2010-07-17T030002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T030008Z.193.image_lev1.fits.npz,72.65631031990051
2010-07-17T040002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T040008Z.193.image_lev1.fits.npz,71.39078092575073
2010-07-17T050002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T050008Z.193.image_lev1.fits.npz,75.93567776679993
2010-07-17T060002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T060008Z.193.image_lev1.fits.npz,73.01292729377747
2010-07-17T070002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T070008Z.193.image_lev1.fits.npz,68.76638102531433
2010-07-17T080002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T080008Z.193.image_lev1.fits.npz,66.45212769508362
2010-07-17T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T090008Z.193.image_lev1.fits.npz,66.85417294502258
2010-07-17T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T100008Z.193.image_lev1.fits.npz,71.17311787605286
2010-07-17T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T110008Z.193.image_lev1.fits.npz,68.50877380371094
2010-07-17T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T120008Z.193.image_lev1.fits.npz,69.4946699142456
2010-07-17T130002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T130008Z.193.image_lev1.fits.npz,67.61872553825378
2010-07-17T140002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T140008Z.193.image_lev1.fits.npz,65.079030752182
2010-07-17T150002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T150008Z.193.image_lev1.fits.npz,64.56614303588867
2010-07-17T160002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T160008Z.193.image_lev1.fits.npz,67.11412835121155
2010-07-17T170002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T170008Z.193.image_lev1.fits.npz,69.54732394218445
2010-07-17T180002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T180008Z.193.image_lev1.fits.npz,65.68338084220886
2010-07-17T190002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T190008Z.193.image_lev1.fits.npz,62.54522156715393
2010-07-17T200002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T200008Z.193.image_lev1.fits.npz,64.29729795455933
2010-07-17T220002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T220008Z.193.image_lev1.fits.npz,64.6526095867157
2010-07-17T230002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-17T230008Z.193.image_lev1.fits.npz,63.1299684047699
2010-07-18T000002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T000008Z.193.image_lev1.fits.npz,65.84193706512451
2010-07-18T010002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T010008Z.193.image_lev1.fits.npz,70.10061836242676
2010-07-18T020002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T020008Z.193.image_lev1.fits.npz,66.30197834968567
2010-07-18T030002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T030008Z.193.image_lev1.fits.npz,72.31189227104187
2010-07-18T040002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T040008Z.193.image_lev1.fits.npz,67.02096652984619
2010-07-18T050002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T050008Z.193.image_lev1.fits.npz,66.22212266921997
2010-07-18T060002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T060008Z.193.image_lev1.fits.npz,67.12690424919128
2010-07-18T070002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T070008Z.193.image_lev1.fits.npz,69.51395416259766
2010-07-18T080002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T080008Z.193.image_lev1.fits.npz,72.09964418411255
2010-07-18T090002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T090008Z.193.image_lev1.fits.npz,69.91733074188232
2010-07-18T100002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T100008Z.193.image_lev1.fits.npz,69.61534070968628
2010-07-18T110002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T110008Z.193.image_lev1.fits.npz,74.58898115158081
2010-07-18T120002Z/ACWEconMap.aia.lev1_euv_12s.2010-07-18T120008Z.193.image_lev1.fits.npz,71.53577208518982
